,nominal_temperature,boundary_conditions
3341,80,"[38, 38, 38, 38, 100, 100, 100, 100, 27, 27, 27, 27, 19, 19, 19, 19, 30, 30, 30, 30, 84, 84, 84, 84, 38, 38, 38, 38, 49, 49, 49, 49, 78, 78, 78, 78]"
3342,90,"[95, 95, 95, 95, 62, 62, 62, 62, 95, 95, 95, 95, 13, 13, 13, 13, 55, 55, 55, 55, 83, 83, 83, 83, 60, 60, 60, 60, 0, 0, 0, 0, 27, 27, 27, 27]"
3343,76,"[85, 85, 85, 85, 43, 43, 43, 43, 61, 61, 61, 61, 98, 98, 98, 98, 40, 40, 40, 40, 23, 23, 23, 23, 79, 79, 79, 79, 28, 28, 28, 28, 67, 67, 67, 67]"
3344,71,"[51, 51, 51, 51, 97, 97, 97, 97, 9, 9, 9, 9, 43, 43, 43, 43, 76, 76, 76, 76, 75, 75, 75, 75, 4, 4, 4, 4, 61, 61, 61, 61, 2, 2, 2, 2]"
3345,32,"[21, 21, 21, 21, 4, 4, 4, 4, 40, 40, 40, 40, 64, 64, 64, 64, 87, 87, 87, 87, 13, 13, 13, 13, 12, 12, 12, 12, 6, 6, 6, 6, 63, 63, 63, 63]"
3346,78,"[97, 97, 97, 97, 35, 35, 35, 35, 57, 57, 57, 57, 11, 11, 11, 11, 6, 6, 6, 6, 84, 84, 84, 84, 45, 45, 45, 45, 26, 26, 26, 26, 73, 73, 73, 73]"
3347,93,"[40, 40, 40, 40, 42, 42, 42, 42, 49, 49, 49, 49, 72, 72, 72, 72, 69, 69, 69, 69, 84, 84, 84, 84, 30, 30, 30, 30, 49, 49, 49, 49, 84, 84, 84, 84]"
3348,64,"[10, 10, 10, 10, 69, 69, 69, 69, 10, 10, 10, 10, 63, 63, 63, 63, 88, 88, 88, 88, 84, 84, 84, 84, 90, 90, 90, 90, 14, 14, 14, 14, 80, 80, 80, 80]"
3349,75,"[73, 73, 73, 73, 70, 70, 70, 70, 72, 72, 72, 72, 93, 93, 93, 93, 14, 14, 14, 14, 29, 29, 29, 29, 71, 71, 71, 71, 86, 86, 86, 86, 37, 37, 37, 37]"
3350,78,"[86, 86, 86, 86, 31, 31, 31, 31, 61, 61, 61, 61, 58, 58, 58, 58, 32, 32, 32, 32, 48, 48, 48, 48, 94, 94, 94, 94, 12, 12, 12, 12, 87, 87, 87, 87]"
3351,22,"[83, 83, 83, 83, 24, 24, 24, 24, 13, 13, 13, 13, 52, 52, 52, 52, 43, 43, 43, 43, 45, 45, 45, 45, 83, 83, 83, 83, 6, 6, 6, 6, 86, 86, 86, 86]"
3352,2,"[59, 59, 59, 59, 0, 0, 0, 0, 57, 57, 57, 57, 72, 72, 72, 72, 31, 31, 31, 31, 16, 16, 16, 16, 89, 89, 89, 89, 15, 15, 15, 15, 92, 92, 92, 92]"
3353,9,"[79, 79, 79, 79, 88, 88, 88, 88, 30, 30, 30, 30, 44, 44, 44, 44, 73, 73, 73, 73, 32, 32, 32, 32, 36, 36, 36, 36, 38, 38, 38, 38, 36, 36, 36, 36]"
3354,29,"[16, 16, 16, 16, 55, 55, 55, 55, 57, 57, 57, 57, 27, 27, 27, 27, 21, 21, 21, 21, 32, 32, 32, 32, 4, 4, 4, 4, 98, 98, 98, 98, 40, 40, 40, 40]"
3355,33,"[18, 18, 18, 18, 94, 94, 94, 94, 42, 42, 42, 42, 54, 54, 54, 54, 48, 48, 48, 48, 30, 30, 30, 30, 58, 58, 58, 58, 95, 95, 95, 95, 28, 28, 28, 28]"
3356,6,"[33, 33, 33, 33, 16, 16, 16, 16, 67, 67, 67, 67, 27, 27, 27, 27, 31, 31, 31, 31, 82, 82, 82, 82, 5, 5, 5, 5, 68, 68, 68, 68, 16, 16, 16, 16]"
3357,8,"[63, 63, 63, 63, 44, 44, 44, 44, 51, 51, 51, 51, 19, 19, 19, 19, 31, 31, 31, 31, 27, 27, 27, 27, 95, 95, 95, 95, 66, 66, 66, 66, 17, 17, 17, 17]"
3358,95,"[2, 2, 2, 2, 55, 55, 55, 55, 91, 91, 91, 91, 73, 73, 73, 73, 73, 73, 73, 73, 93, 93, 93, 93, 72, 72, 72, 72, 20, 20, 20, 20, 70, 70, 70, 70]"
3359,16,"[88, 88, 88, 88, 25, 25, 25, 25, 26, 26, 26, 26, 61, 61, 61, 61, 32, 32, 32, 32, 36, 36, 36, 36, 55, 55, 55, 55, 63, 63, 63, 63, 21, 21, 21, 21]"
3360,71,"[29, 29, 29, 29, 61, 61, 61, 61, 65, 65, 65, 65, 20, 20, 20, 20, 47, 47, 47, 47, 72, 72, 72, 72, 42, 42, 42, 42, 76, 76, 76, 76, 52, 52, 52, 52]"
3361,36,"[52, 52, 52, 52, 20, 20, 20, 20, 19, 19, 19, 19, 93, 93, 93, 93, 3, 3, 3, 3, 26, 26, 26, 26, 84, 84, 84, 84, 36, 36, 36, 36, 30, 30, 30, 30]"
3362,2,"[83, 83, 83, 83, 48, 48, 48, 48, 66, 66, 66, 66, 47, 47, 47, 47, 100, 100, 100, 100, 62, 62, 62, 62, 15, 15, 15, 15, 66, 66, 66, 66, 15, 15, 15, 15]"
3363,98,"[42, 42, 42, 42, 29, 29, 29, 29, 70, 70, 70, 70, 48, 48, 48, 48, 22, 22, 22, 22, 40, 40, 40, 40, 14, 14, 14, 14, 77, 77, 77, 77, 69, 69, 69, 69]"
3364,87,"[81, 81, 81, 81, 54, 54, 54, 54, 2, 2, 2, 2, 32, 32, 32, 32, 77, 77, 77, 77, 71, 71, 71, 71, 76, 76, 76, 76, 40, 40, 40, 40, 78, 78, 78, 78]"
3365,56,"[34, 34, 34, 34, 49, 49, 49, 49, 7, 7, 7, 7, 37, 37, 37, 37, 53, 53, 53, 53, 50, 50, 50, 50, 97, 97, 97, 97, 61, 61, 61, 61, 90, 90, 90, 90]"
3366,65,"[70, 70, 70, 70, 78, 78, 78, 78, 4, 4, 4, 4, 87, 87, 87, 87, 6, 6, 6, 6, 83, 83, 83, 83, 97, 97, 97, 97, 66, 66, 66, 66, 57, 57, 57, 57]"
3367,32,"[4, 4, 4, 4, 83, 83, 83, 83, 78, 78, 78, 78, 24, 24, 24, 24, 100, 100, 100, 100, 65, 65, 65, 65, 84, 84, 84, 84, 36, 36, 36, 36, 95, 95, 95, 95]"
3368,97,"[20, 20, 20, 20, 61, 61, 61, 61, 56, 56, 56, 56, 82, 82, 82, 82, 70, 70, 70, 70, 45, 45, 45, 45, 9, 9, 9, 9, 56, 56, 56, 56, 93, 93, 93, 93]"
3369,14,"[52, 52, 52, 52, 68, 68, 68, 68, 11, 11, 11, 11, 67, 67, 67, 67, 4, 4, 4, 4, 76, 76, 76, 76, 4, 4, 4, 4, 7, 7, 7, 7, 50, 50, 50, 50]"
3370,74,"[21, 21, 21, 21, 27, 27, 27, 27, 70, 70, 70, 70, 14, 14, 14, 14, 100, 100, 100, 100, 10, 10, 10, 10, 41, 41, 41, 41, 41, 41, 41, 41, 4, 4, 4, 4]"
3371,8,"[70, 70, 70, 70, 85, 85, 85, 85, 30, 30, 30, 30, 76, 76, 76, 76, 25, 25, 25, 25, 81, 81, 81, 81, 0, 0, 0, 0, 23, 23, 23, 23, 94, 94, 94, 94]"
3372,11,"[65, 65, 65, 65, 61, 61, 61, 61, 32, 32, 32, 32, 8, 8, 8, 8, 6, 6, 6, 6, 2, 2, 2, 2, 81, 81, 81, 81, 53, 53, 53, 53, 17, 17, 17, 17]"
3373,57,"[13, 13, 13, 13, 86, 86, 86, 86, 62, 62, 62, 62, 34, 34, 34, 34, 11, 11, 11, 11, 60, 60, 60, 60, 92, 92, 92, 92, 25, 25, 25, 25, 62, 62, 62, 62]"
3374,0,"[0, 0, 0, 0, 74, 74, 74, 74, 33, 33, 33, 33, 57, 57, 57, 57, 30, 30, 30, 30, 63, 63, 63, 63, 8, 8, 8, 8, 17, 17, 17, 17, 94, 94, 94, 94]"
3375,56,"[79, 79, 79, 79, 29, 29, 29, 29, 10, 10, 10, 10, 21, 21, 21, 21, 82, 82, 82, 82, 74, 74, 74, 74, 66, 66, 66, 66, 73, 73, 73, 73, 43, 43, 43, 43]"
3376,45,"[2, 2, 2, 2, 18, 18, 18, 18, 60, 60, 60, 60, 66, 66, 66, 66, 8, 8, 8, 8, 92, 92, 92, 92, 82, 82, 82, 82, 72, 72, 72, 72, 0, 0, 0, 0]"
3377,37,"[92, 92, 92, 92, 25, 25, 25, 25, 96, 96, 96, 96, 27, 27, 27, 27, 4, 4, 4, 4, 13, 13, 13, 13, 72, 72, 72, 72, 58, 58, 58, 58, 9, 9, 9, 9]"
3378,28,"[88, 88, 88, 88, 32, 32, 32, 32, 10, 10, 10, 10, 38, 38, 38, 38, 58, 58, 58, 58, 17, 17, 17, 17, 96, 96, 96, 96, 22, 22, 22, 22, 45, 45, 45, 45]"
3379,15,"[12, 12, 12, 12, 67, 67, 67, 67, 12, 12, 12, 12, 97, 97, 97, 97, 50, 50, 50, 50, 90, 90, 90, 90, 60, 60, 60, 60, 9, 9, 9, 9, 29, 29, 29, 29]"
3380,16,"[29, 29, 29, 29, 80, 80, 80, 80, 53, 53, 53, 53, 22, 22, 22, 22, 84, 84, 84, 84, 12, 12, 12, 12, 30, 30, 30, 30, 59, 59, 59, 59, 67, 67, 67, 67]"
3381,9,"[2, 2, 2, 2, 45, 45, 45, 45, 0, 0, 0, 0, 8, 8, 8, 8, 66, 66, 66, 66, 99, 99, 99, 99, 34, 34, 34, 34, 87, 87, 87, 87, 16, 16, 16, 16]"
3382,31,"[49, 49, 49, 49, 65, 65, 65, 65, 43, 43, 43, 43, 29, 29, 29, 29, 33, 33, 33, 33, 40, 40, 40, 40, 67, 67, 67, 67, 87, 87, 87, 87, 93, 93, 93, 93]"
3383,100,"[45, 45, 45, 45, 62, 62, 62, 62, 53, 53, 53, 53, 89, 89, 89, 89, 38, 38, 38, 38, 99, 99, 99, 99, 67, 67, 67, 67, 59, 59, 59, 59, 31, 31, 31, 31]"
3384,73,"[28, 28, 28, 28, 64, 64, 64, 64, 10, 10, 10, 10, 21, 21, 21, 21, 10, 10, 10, 10, 70, 70, 70, 70, 79, 79, 79, 79, 83, 83, 83, 83, 46, 46, 46, 46]"
3385,32,"[50, 50, 50, 50, 83, 83, 83, 83, 18, 18, 18, 18, 35, 35, 35, 35, 72, 72, 72, 72, 5, 5, 5, 5, 2, 2, 2, 2, 67, 67, 67, 67, 42, 42, 42, 42]"
3386,33,"[75, 75, 75, 75, 45, 45, 45, 45, 72, 72, 72, 72, 23, 23, 23, 23, 53, 53, 53, 53, 33, 33, 33, 33, 99, 99, 99, 99, 76, 76, 76, 76, 40, 40, 40, 40]"
3387,28,"[94, 94, 94, 94, 23, 23, 23, 23, 17, 17, 17, 17, 70, 70, 70, 70, 6, 6, 6, 6, 90, 90, 90, 90, 58, 58, 58, 58, 81, 81, 81, 81, 82, 82, 82, 82]"
3388,54,"[37, 37, 37, 37, 45, 45, 45, 45, 52, 52, 52, 52, 45, 45, 45, 45, 82, 82, 82, 82, 8, 8, 8, 8, 66, 66, 66, 66, 75, 75, 75, 75, 60, 60, 60, 60]"
3389,49,"[63, 63, 63, 63, 78, 78, 78, 78, 23, 23, 23, 23, 46, 46, 46, 46, 85, 85, 85, 85, 91, 91, 91, 91, 53, 53, 53, 53, 57, 57, 57, 57, 77, 77, 77, 77]"
3390,38,"[9, 9, 9, 9, 87, 87, 87, 87, 14, 14, 14, 14, 72, 72, 72, 72, 55, 55, 55, 55, 55, 55, 55, 55, 26, 26, 26, 26, 26, 26, 26, 26, 60, 60, 60, 60]"
3391,64,"[80, 80, 80, 80, 28, 28, 28, 28, 55, 55, 55, 55, 66, 66, 66, 66, 82, 82, 82, 82, 100, 100, 100, 100, 43, 43, 43, 43, 74, 74, 74, 74, 36, 36, 36, 36]"
3392,40,"[74, 74, 74, 74, 31, 31, 31, 31, 88, 88, 88, 88, 28, 28, 28, 28, 47, 47, 47, 47, 20, 20, 20, 20, 12, 12, 12, 12, 49, 49, 49, 49, 74, 74, 74, 74]"
3393,0,"[20, 20, 20, 20, 17, 17, 17, 17, 97, 97, 97, 97, 49, 49, 49, 49, 11, 11, 11, 11, 73, 73, 73, 73, 41, 41, 41, 41, 99, 99, 99, 99, 88, 88, 88, 88]"
3394,1,"[24, 24, 24, 24, 83, 83, 83, 83, 81, 81, 81, 81, 47, 47, 47, 47, 82, 82, 82, 82, 62, 62, 62, 62, 67, 67, 67, 67, 30, 30, 30, 30, 44, 44, 44, 44]"
3395,67,"[38, 38, 38, 38, 44, 44, 44, 44, 68, 68, 68, 68, 94, 94, 94, 94, 3, 3, 3, 3, 70, 70, 70, 70, 94, 94, 94, 94, 45, 45, 45, 45, 42, 42, 42, 42]"
3396,55,"[68, 68, 68, 68, 42, 42, 42, 42, 91, 91, 91, 91, 77, 77, 77, 77, 62, 62, 62, 62, 28, 28, 28, 28, 76, 76, 76, 76, 60, 60, 60, 60, 71, 71, 71, 71]"
3397,76,"[28, 28, 28, 28, 65, 65, 65, 65, 26, 26, 26, 26, 35, 35, 35, 35, 94, 94, 94, 94, 44, 44, 44, 44, 56, 56, 56, 56, 92, 92, 92, 92, 24, 24, 24, 24]"
3398,34,"[45, 45, 45, 45, 82, 82, 82, 82, 88, 88, 88, 88, 85, 85, 85, 85, 54, 54, 54, 54, 48, 48, 48, 48, 83, 83, 83, 83, 9, 9, 9, 9, 9, 9, 9, 9]"
3399,86,"[53, 53, 53, 53, 26, 26, 26, 26, 95, 95, 95, 95, 44, 44, 44, 44, 43, 43, 43, 43, 50, 50, 50, 50, 8, 8, 8, 8, 19, 19, 19, 19, 66, 66, 66, 66]"
3400,15,"[30, 30, 30, 30, 63, 63, 63, 63, 11, 11, 11, 11, 27, 27, 27, 27, 5, 5, 5, 5, 52, 52, 52, 52, 1, 1, 1, 1, 38, 38, 38, 38, 40, 40, 40, 40]"
3401,31,"[47, 47, 47, 47, 31, 31, 31, 31, 97, 97, 97, 97, 91, 91, 91, 91, 8, 8, 8, 8, 77, 77, 77, 77, 17, 17, 17, 17, 54, 54, 54, 54, 40, 40, 40, 40]"
3402,0,"[98, 98, 98, 98, 37, 37, 37, 37, 99, 99, 99, 99, 19, 19, 19, 19, 5, 5, 5, 5, 79, 79, 79, 79, 3, 3, 3, 3, 80, 80, 80, 80, 54, 54, 54, 54]"
3403,85,"[4, 4, 4, 4, 26, 26, 26, 26, 53, 53, 53, 53, 22, 22, 22, 22, 58, 58, 58, 58, 82, 82, 82, 82, 53, 53, 53, 53, 19, 19, 19, 19, 13, 13, 13, 13]"
3404,44,"[63, 63, 63, 63, 9, 9, 9, 9, 69, 69, 69, 69, 9, 9, 9, 9, 20, 20, 20, 20, 56, 56, 56, 56, 38, 38, 38, 38, 19, 19, 19, 19, 17, 17, 17, 17]"
3405,77,"[95, 95, 95, 95, 7, 7, 7, 7, 18, 18, 18, 18, 21, 21, 21, 21, 77, 77, 77, 77, 12, 12, 12, 12, 99, 99, 99, 99, 55, 55, 55, 55, 84, 84, 84, 84]"
3406,53,"[11, 11, 11, 11, 91, 91, 91, 91, 14, 14, 14, 14, 4, 4, 4, 4, 80, 80, 80, 80, 40, 40, 40, 40, 42, 42, 42, 42, 53, 53, 53, 53, 20, 20, 20, 20]"
3407,5,"[11, 11, 11, 11, 74, 74, 74, 74, 26, 26, 26, 26, 76, 76, 76, 76, 25, 25, 25, 25, 1, 1, 1, 1, 67, 67, 67, 67, 34, 34, 34, 34, 75, 75, 75, 75]"
3408,26,"[23, 23, 23, 23, 72, 72, 72, 72, 65, 65, 65, 65, 70, 70, 70, 70, 87, 87, 87, 87, 67, 67, 67, 67, 18, 18, 18, 18, 98, 98, 98, 98, 15, 15, 15, 15]"
3409,82,"[80, 80, 80, 80, 24, 24, 24, 24, 32, 32, 32, 32, 11, 11, 11, 11, 47, 47, 47, 47, 38, 38, 38, 38, 81, 81, 81, 81, 63, 63, 63, 63, 95, 95, 95, 95]"
3410,4,"[64, 64, 64, 64, 32, 32, 32, 32, 70, 70, 70, 70, 80, 80, 80, 80, 31, 31, 31, 31, 45, 45, 45, 45, 41, 41, 41, 41, 87, 87, 87, 87, 66, 66, 66, 66]"
3411,93,"[13, 13, 13, 13, 18, 18, 18, 18, 57, 57, 57, 57, 34, 34, 34, 34, 9, 9, 9, 9, 14, 14, 14, 14, 96, 96, 96, 96, 84, 84, 84, 84, 10, 10, 10, 10]"
3412,31,"[46, 46, 46, 46, 38, 38, 38, 38, 17, 17, 17, 17, 86, 86, 86, 86, 90, 90, 90, 90, 63, 63, 63, 63, 48, 48, 48, 48, 15, 15, 15, 15, 63, 63, 63, 63]"
3413,11,"[46, 46, 46, 46, 78, 78, 78, 78, 16, 16, 16, 16, 41, 41, 41, 41, 92, 92, 92, 92, 33, 33, 33, 33, 96, 96, 96, 96, 67, 67, 67, 67, 47, 47, 47, 47]"
3414,80,"[18, 18, 18, 18, 100, 100, 100, 100, 84, 84, 84, 84, 70, 70, 70, 70, 30, 30, 30, 30, 42, 42, 42, 42, 29, 29, 29, 29, 82, 82, 82, 82, 18, 18, 18, 18]"
3415,94,"[15, 15, 15, 15, 76, 76, 76, 76, 21, 21, 21, 21, 49, 49, 49, 49, 15, 15, 15, 15, 8, 8, 8, 8, 10, 10, 10, 10, 7, 7, 7, 7, 29, 29, 29, 29]"
3416,47,"[2, 2, 2, 2, 86, 86, 86, 86, 62, 62, 62, 62, 66, 66, 66, 66, 85, 85, 85, 85, 65, 65, 65, 65, 59, 59, 59, 59, 77, 77, 77, 77, 93, 93, 93, 93]"
3417,71,"[17, 17, 17, 17, 51, 51, 51, 51, 3, 3, 3, 3, 87, 87, 87, 87, 90, 90, 90, 90, 4, 4, 4, 4, 12, 12, 12, 12, 62, 62, 62, 62, 52, 52, 52, 52]"
3418,60,"[66, 66, 66, 66, 45, 45, 45, 45, 99, 99, 99, 99, 67, 67, 67, 67, 49, 49, 49, 49, 81, 81, 81, 81, 99, 99, 99, 99, 38, 38, 38, 38, 4, 4, 4, 4]"
3419,33,"[76, 76, 76, 76, 12, 12, 12, 12, 84, 84, 84, 84, 24, 24, 24, 24, 91, 91, 91, 91, 74, 74, 74, 74, 37, 37, 37, 37, 69, 69, 69, 69, 63, 63, 63, 63]"
3420,94,"[26, 26, 26, 26, 77, 77, 77, 77, 38, 38, 38, 38, 8, 8, 8, 8, 59, 59, 59, 59, 6, 6, 6, 6, 89, 89, 89, 89, 69, 69, 69, 69, 66, 66, 66, 66]"
3421,97,"[22, 22, 22, 22, 27, 27, 27, 27, 28, 28, 28, 28, 57, 57, 57, 57, 42, 42, 42, 42, 36, 36, 36, 36, 12, 12, 12, 12, 19, 19, 19, 19, 92, 92, 92, 92]"
3422,84,"[87, 87, 87, 87, 41, 41, 41, 41, 88, 88, 88, 88, 29, 29, 29, 29, 82, 82, 82, 82, 83, 83, 83, 83, 60, 60, 60, 60, 88, 88, 88, 88, 74, 74, 74, 74]"
3423,99,"[57, 57, 57, 57, 83, 83, 83, 83, 67, 67, 67, 67, 82, 82, 82, 82, 40, 40, 40, 40, 75, 75, 75, 75, 49, 49, 49, 49, 54, 54, 54, 54, 57, 57, 57, 57]"
3424,70,"[35, 35, 35, 35, 70, 70, 70, 70, 27, 27, 27, 27, 19, 19, 19, 19, 8, 8, 8, 8, 9, 9, 9, 9, 1, 1, 1, 1, 52, 52, 52, 52, 53, 53, 53, 53]"
3425,48,"[56, 56, 56, 56, 98, 98, 98, 98, 93, 93, 93, 93, 1, 1, 1, 1, 3, 3, 3, 3, 15, 15, 15, 15, 74, 74, 74, 74, 91, 91, 91, 91, 23, 23, 23, 23]"
3426,18,"[38, 38, 38, 38, 81, 81, 81, 81, 60, 60, 60, 60, 34, 34, 34, 34, 94, 94, 94, 94, 78, 78, 78, 78, 30, 30, 30, 30, 48, 48, 48, 48, 49, 49, 49, 49]"
3427,73,"[53, 53, 53, 53, 57, 57, 57, 57, 74, 74, 74, 74, 61, 61, 61, 61, 6, 6, 6, 6, 55, 55, 55, 55, 62, 62, 62, 62, 65, 65, 65, 65, 98, 98, 98, 98]"
3428,89,"[33, 33, 33, 33, 30, 30, 30, 30, 88, 88, 88, 88, 35, 35, 35, 35, 26, 26, 26, 26, 75, 75, 75, 75, 33, 33, 33, 33, 67, 67, 67, 67, 17, 17, 17, 17]"
3429,78,"[0, 0, 0, 0, 88, 88, 88, 88, 33, 33, 33, 33, 24, 24, 24, 24, 44, 44, 44, 44, 4, 4, 4, 4, 97, 97, 97, 97, 27, 27, 27, 27, 19, 19, 19, 19]"
3430,98,"[53, 53, 53, 53, 84, 84, 84, 84, 38, 38, 38, 38, 47, 47, 47, 47, 82, 82, 82, 82, 61, 61, 61, 61, 22, 22, 22, 22, 65, 65, 65, 65, 62, 62, 62, 62]"
3431,94,"[67, 67, 67, 67, 3, 3, 3, 3, 93, 93, 93, 93, 6, 6, 6, 6, 32, 32, 32, 32, 18, 18, 18, 18, 26, 26, 26, 26, 45, 45, 45, 45, 15, 15, 15, 15]"
3432,82,"[69, 69, 69, 69, 19, 19, 19, 19, 18, 18, 18, 18, 52, 52, 52, 52, 41, 41, 41, 41, 36, 36, 36, 36, 57, 57, 57, 57, 56, 56, 56, 56, 1, 1, 1, 1]"
3433,90,"[95, 95, 95, 95, 17, 17, 17, 17, 22, 22, 22, 22, 51, 51, 51, 51, 40, 40, 40, 40, 56, 56, 56, 56, 14, 14, 14, 14, 0, 0, 0, 0, 74, 74, 74, 74]"
3434,60,"[95, 95, 95, 95, 63, 63, 63, 63, 88, 88, 88, 88, 55, 55, 55, 55, 23, 23, 23, 23, 2, 2, 2, 2, 30, 30, 30, 30, 47, 47, 47, 47, 35, 35, 35, 35]"
3435,37,"[43, 43, 43, 43, 56, 56, 56, 56, 66, 66, 66, 66, 63, 63, 63, 63, 3, 3, 3, 3, 55, 55, 55, 55, 51, 51, 51, 51, 45, 45, 45, 45, 11, 11, 11, 11]"
3436,74,"[55, 55, 55, 55, 73, 73, 73, 73, 79, 79, 79, 79, 4, 4, 4, 4, 42, 42, 42, 42, 29, 29, 29, 29, 81, 81, 81, 81, 94, 94, 94, 94, 66, 66, 66, 66]"
3437,4,"[90, 90, 90, 90, 68, 68, 68, 68, 59, 59, 59, 59, 100, 100, 100, 100, 91, 91, 91, 91, 67, 67, 67, 67, 37, 37, 37, 37, 65, 65, 65, 65, 10, 10, 10, 10]"
3438,52,"[91, 91, 91, 91, 60, 60, 60, 60, 3, 3, 3, 3, 3, 3, 3, 3, 22, 22, 22, 22, 2, 2, 2, 2, 30, 30, 30, 30, 26, 26, 26, 26, 72, 72, 72, 72]"
3439,58,"[90, 90, 90, 90, 53, 53, 53, 53, 96, 96, 96, 96, 31, 31, 31, 31, 51, 51, 51, 51, 9, 9, 9, 9, 52, 52, 52, 52, 15, 15, 15, 15, 72, 72, 72, 72]"
3440,17,"[99, 99, 99, 99, 30, 30, 30, 30, 36, 36, 36, 36, 64, 64, 64, 64, 85, 85, 85, 85, 33, 33, 33, 33, 76, 76, 76, 76, 84, 84, 84, 84, 10, 10, 10, 10]"
3441,29,"[83, 83, 83, 83, 53, 53, 53, 53, 83, 83, 83, 83, 44, 44, 44, 44, 0, 0, 0, 0, 61, 61, 61, 61, 25, 25, 25, 25, 50, 50, 50, 50, 8, 8, 8, 8]"
3442,88,"[40, 40, 40, 40, 10, 10, 10, 10, 25, 25, 25, 25, 14, 14, 14, 14, 35, 35, 35, 35, 37, 37, 37, 37, 26, 26, 26, 26, 9, 9, 9, 9, 67, 67, 67, 67]"
3443,49,"[52, 52, 52, 52, 40, 40, 40, 40, 64, 64, 64, 64, 61, 61, 61, 61, 84, 84, 84, 84, 26, 26, 26, 26, 40, 40, 40, 40, 85, 85, 85, 85, 95, 95, 95, 95]"
3444,93,"[6, 6, 6, 6, 88, 88, 88, 88, 89, 89, 89, 89, 2, 2, 2, 2, 75, 75, 75, 75, 29, 29, 29, 29, 33, 33, 33, 33, 98, 98, 98, 98, 30, 30, 30, 30]"
3445,33,"[88, 88, 88, 88, 5, 5, 5, 5, 64, 64, 64, 64, 37, 37, 37, 37, 60, 60, 60, 60, 0, 0, 0, 0, 96, 96, 96, 96, 31, 31, 31, 31, 85, 85, 85, 85]"
3446,47,"[82, 82, 82, 82, 33, 33, 33, 33, 55, 55, 55, 55, 81, 81, 81, 81, 9, 9, 9, 9, 47, 47, 47, 47, 36, 36, 36, 36, 99, 99, 99, 99, 48, 48, 48, 48]"
3447,74,"[61, 61, 61, 61, 30, 30, 30, 30, 26, 26, 26, 26, 43, 43, 43, 43, 14, 14, 14, 14, 78, 78, 78, 78, 5, 5, 5, 5, 32, 32, 32, 32, 5, 5, 5, 5]"
3448,36,"[35, 35, 35, 35, 70, 70, 70, 70, 59, 59, 59, 59, 11, 11, 11, 11, 81, 81, 81, 81, 36, 36, 36, 36, 52, 52, 52, 52, 0, 0, 0, 0, 2, 2, 2, 2]"
3449,50,"[14, 14, 14, 14, 91, 91, 91, 91, 73, 73, 73, 73, 80, 80, 80, 80, 54, 54, 54, 54, 55, 55, 55, 55, 56, 56, 56, 56, 73, 73, 73, 73, 83, 83, 83, 83]"
3450,97,"[55, 55, 55, 55, 70, 70, 70, 70, 3, 3, 3, 3, 19, 19, 19, 19, 55, 55, 55, 55, 55, 55, 55, 55, 13, 13, 13, 13, 11, 11, 11, 11, 1, 1, 1, 1]"
3451,9,"[58, 58, 58, 58, 65, 65, 65, 65, 45, 45, 45, 45, 46, 46, 46, 46, 98, 98, 98, 98, 54, 54, 54, 54, 15, 15, 15, 15, 57, 57, 57, 57, 54, 54, 54, 54]"
3452,92,"[31, 31, 31, 31, 55, 55, 55, 55, 46, 46, 46, 46, 58, 58, 58, 58, 72, 72, 72, 72, 43, 43, 43, 43, 68, 68, 68, 68, 33, 33, 33, 33, 40, 40, 40, 40]"
3453,18,"[20, 20, 20, 20, 11, 11, 11, 11, 8, 8, 8, 8, 83, 83, 83, 83, 8, 8, 8, 8, 91, 91, 91, 91, 43, 43, 43, 43, 66, 66, 66, 66, 5, 5, 5, 5]"
3454,100,"[31, 31, 31, 31, 4, 4, 4, 4, 21, 21, 21, 21, 17, 17, 17, 17, 66, 66, 66, 66, 77, 77, 77, 77, 46, 46, 46, 46, 81, 81, 81, 81, 75, 75, 75, 75]"
3455,11,"[18, 18, 18, 18, 93, 93, 93, 93, 47, 47, 47, 47, 73, 73, 73, 73, 73, 73, 73, 73, 70, 70, 70, 70, 83, 83, 83, 83, 87, 87, 87, 87, 0, 0, 0, 0]"
3456,54,"[47, 47, 47, 47, 0, 0, 0, 0, 27, 27, 27, 27, 20, 20, 20, 20, 54, 54, 54, 54, 0, 0, 0, 0, 62, 62, 62, 62, 69, 69, 69, 69, 1, 1, 1, 1]"
3457,18,"[61, 61, 61, 61, 44, 44, 44, 44, 45, 45, 45, 45, 98, 98, 98, 98, 90, 90, 90, 90, 7, 7, 7, 7, 72, 72, 72, 72, 57, 57, 57, 57, 82, 82, 82, 82]"
3458,35,"[34, 34, 34, 34, 19, 19, 19, 19, 26, 26, 26, 26, 15, 15, 15, 15, 28, 28, 28, 28, 71, 71, 71, 71, 21, 21, 21, 21, 82, 82, 82, 82, 50, 50, 50, 50]"
3459,41,"[21, 21, 21, 21, 73, 73, 73, 73, 85, 85, 85, 85, 18, 18, 18, 18, 48, 48, 48, 48, 72, 72, 72, 72, 56, 56, 56, 56, 18, 18, 18, 18, 83, 83, 83, 83]"
3460,70,"[93, 93, 93, 93, 75, 75, 75, 75, 68, 68, 68, 68, 37, 37, 37, 37, 53, 53, 53, 53, 17, 17, 17, 17, 13, 13, 13, 13, 5, 5, 5, 5, 25, 25, 25, 25]"
